Country,Product,Flow,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023 Provisional
Argentina,Nuclear,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7281,7756,7081,7750,8235,7066,7459,7961,7453,7106,6177,7059,5821,7566,7869,6873,7691,7217,7330,8162,7171,6371,6395,6207,5514,7039,8285,6114,6902,8478,10707,10877,7988,..
Argentina,Renewable sources,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22367,20317,24265,29808,34175,33606,28844,35243,33306,26931,36362,46684,45410,43230,38911,43347,48239,39952,39930,44301,43019,40546,38634,43512,42569,42274,39038,41839,43308,41936,42809,42174,48118,..
Argentina,Total,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50573,53477,55740,61393,65124,66924,69651,72199,73922,80297,88883,90115,84542,92029,100137,105337,113099,112979,121389,121633,125464,128945,135339,138970,138094,144869,146682,145244,146518,139146,143215,152643,144835,..
Brazil,Fossil fuels,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10017,11154,11731,11515,11893,13583,16328,18458,19504,29005,30243,36902,35049,32958,41974,41232,41132,38927,58408,37753,63878,52070,79983,116631,147741,140384,102249,109897,93382,98686,89253,131430,66647,61753
Brazil,Nuclear,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2237,1442,1759,442,55,2519,2427,3169,3265,3977,6046,14279,13836,13358,11611,9855,13754,12350,13969,12957,14523,15659,16038,15450,15378,14734,15864,15739,15674,16129,14053,14705,14559,14504
Brazil,Renewable sources,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,210567,221781,228242,240019,248093,259499,272523,286355,298979,301368,312249,276891,296372,317571,333334,351141,363765,392685,390210,414828,436929,463472,456097,438417,432745,430961,465819,467024,495290,515438,522922,507581,593905,629663
Brazil,Total,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,222821,234377,241732,251976,260041,275601,291278,307982,321748,334716,348910,328508,345671,364339,387453,403033,419337,445147,463067,466121,515713,531757,552401,570838,596256,586501,584388,595574,607203,633032,628765,656109,677372,707596
People's Republic of China,Fossil fuels,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,494480,552460,621470,684833,745584,801419,876296,922548,942536,1018140,1113413,1182711,1337601,1580101,1795567,2042927,2364229,2718749,2783801,2981276,3332623,3819124,3881107,4209233,4370875,4264019,4422641,4760804,4969985,5098875,5174017,5696862,5799607,6164133
People's Republic of China,Nuclear,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,1604,14756,12833,14338,14418,14100,14949,16737,17472,25127,43342,50469,53088,54843,62130,68394,70134,73880,86350,97394,111613,132538,170789,213287,248070,294359,348355,366255,407523,417775,434720
People's Republic of China,Renewable sources,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,126788,125165,132601,151962,167905,193662,189606,198922,210864,206838,225588,280766,291436,287312,357466,404451,446882,500911,614990,663651,781638,788618,995264,1103418,1287729,1392598,1521697,1659776,1832957,2015319,2183298,2449017,2686769,2920253
People's Republic of China,Total,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,621268,677625,754071,838399,928245,1007914,1080240,1135888,1167500,1239927,1355738,1480949,1654164,1910755,2203502,2500466,2865954,3281790,3467185,3715061,4197204,4704861,4984732,5436567,5804098,5838435,6169038,6682035,7109943,7472592,7732068,8560052,8911285,9526954
Egypt,Fossil fuels,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31674,33746,35278,36611,37633,39887,42890,46441,50744,53812,64309,67931,76127,81796,88132,95494,101866,108788,115139,124760,145355,142216,149737,153252,159609,170363,173762,181006,181994,173500,177295,182131,183391,183926
Egypt,Nuclear,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,Renewable sources,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9932,9900,9700,10485,10971,11413,11555,11987,12222,14683,13834,15351,13063,13387,13167,13196,13541,16341,15595,13996,14750,14682,14481,14798,15510,15771,15630,15597,17664,23701,24971,25183,25349,25023
Egypt,Total,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41606,43646,44978,47096,48604,51300,54445,58428,62966,68495,78143,83282,89190,95183,101299,108690,115407,125129,130734,138756,160105,156898,164218,168050,175119,186134,189392,196603,199658,197201,202266,207314,208740,208949
India,Fossil fuels,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,211641,237332,256099,280453,297051,337002,357807,380024,400871,440840,467795,483708,510361,536565,559437,571541,609856,649963,687856,746189,784190,838531,901002,939811,1039098,1111665,1163692,1215046,1282470,1275028,1167532,1236769,1366557,1502892
India,Nuclear,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6141,5525,6726,5398,5648,7982,9071,10083,11922,13249,16902,19475,19390,17780,17011,17324,18802,16957,14927,18636,26266,32287,32866,34228,36102,37414,37916,38346,37813,46472,43029,47112,45861,47937
India,Renewable sources,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71688,72814,69974,70577,82927,73143,69924,75824,84260,82496,76362,76435,73020,85969,99007,119457,138535,150223,141971,144372,161420,187843,180079,207712,212508,207815,230448,255873,287775,324317,325031,350867,399896,397837
India,Total,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,289470,315670,332799,356428,385625,418127,436802,465932,497053,536585,561059,579618,602771,640347,675525,708401,767300,817352,845009,909501,972254,1059155,1114544,1182419,1288454,1357751,1432888,1510097,1608807,1646581,1536755,1636309,1814062,1950625
Indonesia,Fossil fuels,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25834,29664,31617,36422,43317,49448,57206,66911,65735,73781,78434,83560,92035,97566,103813,110178,116759,123808,129442,136028,142842,161405,177538,189494,201709,209052,216761,222648,234321,245822,236827,249972,308311,313745
Indonesia,Nuclear,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Renewable sources,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6833,7676,9896,8978,8041,9745,10518,7716,12303,12134,14891,17694,16182,15408,16350,17351,16313,18343,19884,20746,26913,21997,22477,26506,26149,24922,31156,32259,49448,49612,54990,58684,68473,69007
Indonesia,Total,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32667,37340,41513,45400,51358,59193,67724,74627,78038,85915,93325,101254,108217,112974,120163,127529,133072,142151,149326,156774,169755,183417,200030,216020,227876,233984,247920,254909,283770,295445,291826,308661,376805,382783
Kenya,Fossil fuels,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,231,160,147,131,210,416,406,744,832,1489,2124,1508,1022,920,1038,1506,1819,1736,2145,2997,2586,2801,2200,2162,2585,1412,1470,2534,1546,1313,755,1262,1585,1306
Kenya,Nuclear,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,Renewable sources,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3004,3274,3282,3485,3451,3699,3896,3768,3814,2960,1887,2998,3650,4066,4306,4204,4233,4757,4474,3739,4571,4921,5777,6480,6614,8325,8789,7825,9748,10243,10931,11115,11349,11398
Kenya,Total,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3235,3434,3429,3616,3661,4115,4302,4512,4646,4449,4011,4506,4672,4986,5344,5710,6052,6493,6619,6736,7157,7722,7977,8642,9199,9737,10259,10359,11294,11556,11686,12377,12934,12703
Morocco,Fossil fuels,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8408,7979,8755,9467,10630,11481,10581,11510,11191,12070,12081,13969,14191,14919,15849,18191,18723,18735,19372,18363,19393,22525,25115,22595,24125,25108,25776,26875,27708,32390,31353,33120,33937,33237
Morocco,Nuclear,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,Renewable sources,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1220,1226,964,443,840,611,1957,2083,1777,825,782,1077,1044,1659,1807,1185,1181,1194,1227,2959,4127,2698,2359,4141,3561,4409,4656,4635,6507,7568,6979,7745,7154,9009
Morocco,Total,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9628,9205,9719,9910,11470,12092,12538,13593,12968,12895,12863,15046,15235,16578,17656,19376,19904,19929,20599,21322,23520,25223,27474,28038,28988,30819,31734,32812,35517,41259,39634,42168,42393,43549
Senegal,Fossil fuels,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,901,925,1007,992,1025,1086,1156,1243,1305,1348,1444,1731,1824,1947,2060,2349,2357,2572,2692,2758,2910,2968,3282,3434,3792,4039,4341,4192,4243,5043,5046,5291,6422,..
Senegal,Nuclear,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Senegal,Renewable sources,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44,44,45,45,45,46,47,48,49,50,53,62,70,57,44,54,54,41,45,53,77,80,49,63,72,77,69,168,341,470,715,1054,1091,..
Senegal,Total,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,945,969,1052,1037,1070,1132,1203,1291,1354,1398,1604,1892,2044,2148,2264,2544,2439,2656,2782,2858,3076,3151,3450,3561,3893,4151,4457,4409,4673,5570,5804,6381,7550,..
Singapore,Fossil fuels,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15544,16431,17184,18472,20359,21754,23610,26408,27885,29030,31175,32143,33718,34342,35853,37257,38488,40159,40669,40756,45207,44802,45675,46597,47929,48864,50089,50763,51476,52626,51594,54171,54600,53902
Singapore,Nuclear,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singapore,Renewable sources,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85,245,245,245,245,245,245,245,245,245,245,473,473,495,479,478,477,487,525,535,592,611,638,742,824,923,988,1021,1094,1256,1277,1610,1999,2198
Singapore,Total,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15714,16921,17674,18962,20849,22244,24100,26898,28375,29520,31665,33089,34664,35332,36811,38213,39442,41133,41718,41823,46386,46016,46938,47971,49383,50420,51677,52392,53151,54469,53401,56370,57350,56842
South Africa,Fossil fuels,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,155926,155388,156717,165960,169402,173551,186342,192869,187527,186662,193419,195162,203931,217619,226361,229151,237658,248053,241047,232343,242198,243767,241498,237685,232474,228771,226730,226454,228055,221793,210700,209875,201518,191610
South Africa,Nuclear,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8449,9144,9288,7255,9697,11301,11775,12647,13601,12837,13010,10719,11991,12663,13365,11293,10026,11317,13004,12806,12099,13502,11954,14106,13794,12237,15026,14193,11580,13252,9903,12355,9803,8127
South Africa,Renewable sources,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1010,1980,752,146,1074,529,1379,2238,1826,923,1408,2292,2642,966,1204,1611,3167,1130,1468,1666,2351,2307,1461,1401,3203,5728,7697,10008,12172,12539,14123,17407,19449,20369
South Africa,Total,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,165385,166512,166757,173361,180173,185381,199496,207754,202954,200422,207837,208173,218564,231248,240930,242055,250851,260500,255519,246815,256648,259576,254913,253192,249471,246736,249453,250655,251807,247584,234726,239638,230769,220106
Thailand,Fossil fuels,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39200,45598,52859,59704,66662,73082,81640,85681,84554,85637,89440,95623,100854,108531,118405,124867,129145,133704,137592,138086,150494,143098,151633,156420,158035,163205,162902,156066,151992,156972,149908,149178,151884,152527
Thailand,Nuclear,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,Renewable sources,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4976,4587,4239,3703,4515,7001,8202,7545,5498,4402,6537,6797,8159,8452,7322,7330,9597,9935,9752,10254,8968,12582,13790,13693,14173,14022,25363,25873,30297,33777,29555,31050,34092,35449
Thailand,Total,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44176,50185,57098,63407,71177,80083,89842,93226,90052,90039,95977,102420,109013,116983,125727,132197,138742,143639,147344,148340,159462,155680,165423,170113,172208,177227,188265,181940,182288,190748,179463,180228,185976,187976
Ukraine,Fossil fuels,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,211933,191626,170684,143426,121747,113345,94576,88537,81665,85552,82648,84586,85933,89533,83222,84756,90087,93124,90924,78577,86285,93500,96992,95386,83419,66910,72659,57963,60803,57794,54499,51076,33685,33793
Ukraine,Nuclear,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76179,75131,73750,75243,68848,70523,79577,79433,75239,72065,77341,76169,77990,81406,87022,88756,90225,92542,89841,82924,89152,90248,90137,83209,88389,87627,80950,85576,84398,83003,76203,86206,62069,51937
Ukraine,Renewable sources,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10514,11710,7883,11039,12118,9953,8632,9856,15742,14327,11280,12048,9649,9269,11786,12401,12921,10585,11821,12118,13391,11200,11234,15111,10167,7103,9252,10877,13016,11868,17559,18955,16050,19168
Ukraine,Total,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,298626,278467,252317,229708,202713,193821,182785,177826,172646,171944,171269,172803,173572,180208,182030,185913,193233,196251,192586,173619,188828,194948,198363,193706,181975,162108,162940,154461,158254,152794,148408,156384,111863,104958
Non-OECD Total,Fossil fuels,Electricity output (GWh),1057854,1153873,1250106,1297786,1400863,1511563,1584899,1677708,1770938,1853943,1916611,2018915,2113898,2214135,2304546,2466491,2621597,2725653,2855500,2906821,2962305,3000073,3052703,3074493,3214455,3368040,3491743,3579499,3761758,4011302,4181679,4465365,4874779,5247367,5625043,6152572,6686505,6934953,7143969,7815185,8447015,8755190,9220131,9648153,9745321,10038513,10485127,10846002,11039208,10893578,11718955,11974660,..
Non-OECD Total,Nuclear,Electricity output (GWh),7394,10437,14700,30629,48302,55423,57313,64477,73184,92707,112065,126438,152318,198352,232701,224140,258201,289486,282753,266416,267841,264209,265702,255776,265120,293599,297611,291845,307553,333067,346871,365094,391293,398903,406015,421700,431073,442447,443170,467917,495675,508702,516745,555145,599111,642664,680694,729911,804602,815185,899087,898001,..
Non-OECD Total,Renewable sources,Electricity output (GWh),343417,363307,381571,422687,444581,472842,512185,561293,598304,644919,667787,677788,707409,768692,806815,845109,863994,917335,936678,943520,977264,990777,1040580,1107629,1142357,1138948,1177468,1230008,1241063,1278478,1325944,1350585,1388309,1526920,1654680,1750400,1841279,1934482,2038802,2237547,2298916,2517246,2708089,2876054,2981004,3242040,3449059,3760888,4008882,4246290,4613482,5038226,..
Non-OECD Total,Total,Electricity output (GWh),1408665,1527617,1646377,1751102,1893746,2039828,2154396,2303478,2442426,2591569,2696464,2823141,2973626,3181179,3344062,3535825,3743878,3932559,4075015,4116842,4207660,4257191,4361038,4439768,4623850,4802580,4968828,5103449,5313552,5626847,5859366,6186103,6658732,7177797,7691464,8330285,8964442,9317341,9631653,10536061,11258843,11798724,12465330,13100703,13345179,13942586,14638799,15359955,15873673,15975094,17250384,17930186,..
Africa,Fossil fuels,Electricity output (GWh),68055,72942,80485,85297,93873,99765,103477,111416,122225,136391,155469,165379,176267,192180,203267,208106,224781,229576,237801,249631,252482,258211,272374,281016,289332,306684,321521,324002,332076,352236,364716,389960,411063,435967,456926,479613,502825,509066,510993,558871,562539,592082,603684,623485,648395,657389,661080,669860,668966,653663,676856,678090,..
Africa,Nuclear,Electricity output (GWh),0,0,0,0,0,0,0,0,0,0,0,0,0,3925,5315,8803,6167,10493,11099,8449,9144,9288,7255,9697,11301,11775,12647,13601,12837,13010,10719,11991,12663,13365,11293,10026,11317,13004,12806,12099,13502,11954,14106,13794,12237,15026,14193,11580,13252,9903,12355,9803,..
Africa,Renewable sources,Electricity output (GWh),23695,29008,30381,36440,38392,42493,46326,44556,48106,47654,49674,49770,44937,44288,48078,50955,48261,53229,56241,56884,61547,58644,58317,59134,61376,64023,65605,68543,73695,76989,84345,86493,85269,90748,92891,96564,98951,101072,105048,115865,116196,119669,125722,135185,139514,142285,149726,167143,180285,189198,200930,211281,..
Africa,Total,Electricity output (GWh),91750,101950,110866,121737,132265,142258,149803,155972,170331,184045,205143,215149,221204,240393,256660,267864,279209,293298,305141,314964,323173,326143,337946,349847,362009,382482,399773,406146,418608,442342,459879,488595,509140,540241,561252,586233,613141,623188,628896,687401,692533,724040,745126,774035,801698,816274,826582,850256,864154,854299,891702,900726,..
Non-OECD Americas,Fossil fuels,Electricity output (GWh),61283,65328,69366,66916,67784,73011,79712,82648,88103,91141,93047,91261,92616,91521,89416,101697,101266,111492,113450,105512,107670,114034,114146,116208,129385,141532,144875,159226,182051,186911,194973,195707,205729,225883,232566,240624,254048,283663,261869,301463,294872,341460,380225,414272,426341,390697,361791,343779,342074,301382,358109,287125,..
Non-OECD Americas,Nuclear,Electricity output (GWh),0,0,0,1036,2517,2572,1637,2896,2692,2340,2816,1870,3406,6284,9147,5855,7438,6406,6869,9518,9198,8840,8192,8290,9585,9886,11130,10718,11083,12223,21338,19657,20924,19480,16728,21445,19567,21299,21119,21694,22030,22433,21657,20892,21773,24149,21853,22575,24607,24760,25582,22547,..
Non-OECD Americas,Renewable sources,Electricity output (GWh),63298,71261,81494,94114,102519,115500,129169,143093,164034,184869,189521,205606,222779,245256,264767,283281,301486,310133,317155,334413,353022,363457,388565,410441,424458,441589,471508,485477,486348,513487,479823,502403,524975,543166,574992,599765,628570,632538,658698,675796,711908,706659,700274,672173,686012,719947,732522,764718,768666,787701,778535,869490,..
Non-OECD Americas,Total,Electricity output (GWh),124581,136589,150860,162066,172820,191083,210518,228637,254829,278350,285384,298737,318801,343061,363330,390833,410190,428031,437474,449443,469890,486331,510903,534939,563428,593007,627513,655421,679848,712993,696570,718181,752080,789063,825091,862520,903370,937980,942269,999336,1029366,1070835,1102496,1107729,1134548,1135249,1119080,1133930,1138127,1116380,1164620,1181423,..
Non-OECD Asia (including China),Fossil fuels,Electricity output (GWh),197743,221249,239643,242692,277850,301563,332192,374558,404571,430381,438112,465708,493260,535971,587016,653858,741759,816249,892402,951957,1063896,1176187,1296394,1393185,1527674,1664030,1776187,1839084,1972632,2138713,2253328,2475437,2785439,3074863,3373554,3766148,4197562,4309175,4596493,5054749,5615168,5778386,6180048,6494880,6519613,6798408,7219176,7539105,7724341,7670259,8297462,8604972,..
Non-OECD Asia (including China),Nuclear,Electricity output (GWh),1294,1237,2700,2665,3231,3862,2792,5671,9312,11202,13839,15289,22678,28988,34055,32393,38665,36722,32931,39300,41200,41153,41853,55786,56614,61543,61145,63172,66604,74139,74724,85810,101774,109765,112868,115803,122703,125766,133235,145195,166018,175235,192570,216833,249279,289863,318742,369759,437966,450070,501597,514305,..
Non-OECD Asia (including China),Renewable sources,Electricity output (GWh),80946,84621,93331,99847,109691,113169,116915,126970,134604,143501,159784,169787,186989,198538,205031,217094,215393,241457,262138,281373,279889,290819,307152,345718,367689,359822,369334,395386,395451,412966,476528,483116,499204,582804,657852,732001,801192,915567,971130,1119576,1170526,1388205,1539598,1736470,1835280,2029093,2224073,2457839,2671864,2866917,3216026,3559141,..
Non-OECD Asia (including China),Total,Electricity output (GWh),279983,307107,335674,345204,390772,418594,451898,507199,548487,585084,611736,650784,702928,763497,826102,903430,995903,1094513,1187555,1272715,1385234,1508419,1645660,1794980,1952342,2085861,2207169,2298247,2435424,2626808,2806072,3046061,3388399,3769559,4146438,4616147,5123820,5352921,5703307,6331222,6965322,7355759,7927623,8464359,8618517,9132038,9778617,10382589,10847557,10999337,12025798,12689990,..
Non-OECD Europe and Eurasia,Fossil fuels,Electricity output (GWh),714812,775907,836605,875862,930250,1000561,1027139,1060694,1092336,1123028,1145295,1193022,1234443,1257580,1274529,1342330,1379846,1380702,1413195,1388057,1324843,1210458,1100692,994102,963829,933625,905445,884401,877169,911653,922399,928154,972011,976675,993040,1056150,1080769,1122872,1030169,1088675,1137804,1152161,1133493,1115817,1101041,1111922,1107846,1134786,1125097,1066699,1135734,1129160,..
Non-OECD Europe and Eurasia,Nuclear,Electricity output (GWh),6100,9200,12000,26928,42554,48989,52884,55910,61180,79165,95410,109279,126234,159155,184184,177089,205931,235865,231854,209149,208299,204928,208402,182003,187620,210395,212689,204354,217029,233695,240090,247636,255932,256293,265126,274426,277486,282378,276010,288929,293798,297233,283866,299154,312908,307006,318393,318546,322020,323134,345128,322666,..
Non-OECD Europe and Eurasia,Renewable sources,Electricity output (GWh),171709,173820,172738,187315,188523,195216,212428,236822,241908,259174,258461,241969,242539,270340,278852,282239,284375,299162,287733,258927,271599,264251,272796,280947,277790,262180,260155,269465,276893,267004,275726,266752,263230,293727,301337,292884,284561,273303,290682,308315,280694,281408,318304,311969,301678,327820,320989,347481,341202,361886,386092,360730,..
Non-OECD Europe and Eurasia,Total,Electricity output (GWh),892621,958927,1021343,1090105,1161327,1244766,1292451,1353426,1395424,1461367,1499166,1544270,1603216,1687075,1737565,1801658,1870152,1915729,1932782,1856133,1804741,1681510,1583682,1458631,1430792,1407727,1379793,1359713,1373165,1414883,1441060,1445337,1492945,1528480,1562118,1626163,1644805,1681073,1599492,1688680,1715071,1733837,1738667,1730152,1719051,1749412,1750024,1803549,1791483,1755599,1871145,1816469,..
Middle East,Fossil fuels,Electricity output (GWh),15961,18447,24007,27019,31106,36663,42379,48392,63703,73002,84688,103545,117312,136883,150318,160500,173945,187634,198652,211664,213414,241183,269097,289982,304235,322169,343715,372786,397830,421789,446263,476107,500537,533979,568957,610037,651301,710177,744445,811427,836632,891101,922681,999700,1049931,1080098,1135234,1158472,1178729,1201574,1250794,1275313,..
Middle East,Nuclear,Electricity output (GWh),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,1847,4546,4472,2914,6620,7514,7450,6757,7318,14425,28681,..
Middle East,Renewable sources,Electricity output (GWh),3769,4597,3627,4971,5456,6464,7347,9852,9652,9721,10347,10656,10165,10270,10087,11540,14479,13354,13411,11923,11208,13606,13750,11389,11044,11334,10866,11136,8677,8032,9522,11822,15631,16475,27607,29186,28004,12002,13244,17995,19593,21305,24191,20256,18520,22895,21748,23708,46866,40588,31899,37584,..
Middle East,Total,Electricity output (GWh),19730,23044,27634,31990,36562,43127,49726,58244,73355,82723,95035,114201,127477,147153,160405,172040,188424,200988,212063,223587,224622,254789,282847,301371,315279,333503,354581,383922,406507,429821,455785,487929,516168,550454,596564,639223,679305,722179,757689,829422,856552,914253,951418,1024428,1071365,1109613,1164496,1189631,1232351,1249480,1297119,1341578,..
IEA Total,Fossil fuels,Electricity output (GWh),2831897,3072248,3339306,3236888,3227975,3529205,3633921,3716817,3841512,3913843,3848728,3715976,3769934,3877987,3909465,3894985,4062302,4194289,4505156,4550023,4631240,4667015,4702489,4901320,4968711,5110006,5249327,5438245,5554957,5854267,5797921,5994300,6166903,6250738,6427304,6441822,6677352,6602483,6217041,6525605,6569292,6576523,6432675,6285141,6234866,6193482,6103865,6149737,5851559,5493620,5740817,5661250,5309171
IEA Total,Nuclear,Electricity output (GWh),103693,142038,188496,242082,335311,385175,479629,561515,575569,620668,730245,783530,882812,1056992,1259397,1377191,1479604,1601763,1656336,1741864,1832994,1855508,1920844,1981914,2062052,2118948,2090471,2148365,2218490,2252796,2285558,2290157,2238851,2333650,2356053,2364223,2282461,2284365,2247272,2282714,2080750,1946055,1957060,1973890,1965312,1960023,1949138,1973409,1979688,1854912,1908415,1781857,1826833
IEA Total,Renewable sources,Electricity output (GWh),883451,925386,923844,1019943,1024815,986848,995056,1064661,1114234,1103557,1124131,1160431,1213334,1217645,1212361,1209414,1196432,1211974,1241722,1302281,1299580,1302359,1379814,1337494,1425995,1464411,1466670,1437850,1449317,1482886,1384334,1456427,1455258,1516773,1555136,1607774,1621320,1719061,1764340,1869292,2009353,2111456,2246402,2317721,2417630,2535690,2671209,2786051,2906548,3120001,3190985,3358706,3462457
IEA Total,Total,Electricity output (GWh),3819109,4139759,4451718,4500934,4590231,4903632,5110980,5345503,5534113,5640887,5705341,5663016,5868673,6155498,6384011,6484743,6741390,7011693,7407598,7629860,7804662,7868270,8041368,8262686,8501648,8741029,8854964,9071176,9270132,9640300,9521776,9796185,9915337,10158235,10399615,10473353,10639528,10664573,10292533,10749695,10735473,10710941,10713723,10655203,10696122,10776408,10813540,11009957,10839203,10557430,10935247,10908152,10703240
IEA and Accession/Association countries,Fossil fuels,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5816938,5977971,6096421,6216556,6494978,6681114,6945939,7181750,7417593,7691662,8142313,8189901,8597375,9086938,9460919,9926382,10339464,11020785,11086522,10929678,11734652,12332259,12546273,12828716,12971704,12901213,13055566,13344221,13667157,13501492,13072205,13977855,14091214,..
