Country,Product,Flow,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023 Provisional
Japan,Renewable sources,Electricity output (GWh),84200,85100,67047,82780,83506,83790,73268,70647,81643,89192,88490,91498,95304,83711,95574,94620,89598,106278,108789,97806,105256,91276,103495,75331,91097,88538,98669,100570,96500,96982,94088,94310,109415,109129,96788,109029,95474,98525,100137,106442,109801,103611,114400,129583,145948,151238,167718,174635,185279,197600,211428,218826,223572
Japan,Total,Electricity output (GWh),382900,425700,465387,456976,473146,506992,529371,557772,585340,572531,580276,578714,614392,643359,666941,671104,713011,748135,793685,861542,886501,893584,897986,956657,976637,997371,1019478,1016495,1035858,1055041,1037504,1057130,1049474,1078737,1099411,1103907,1131444,1101917,1085207,1163992,1103927,1091782,1098638,1072546,1054466,1064417,1073277,1059460,1030872,1008160,1039629,1009803,974092
Korea,Fossil fuels,Electricity output (GWh),9220,10472,13541,14929,18437,21328,25123,27378,30120,31778,34601,37340,37162,39617,37603,31565,28034,40595,41742,49935,58588,73086,86310,107748,114515,128771,144060,123022,131952,174426,191886,202472,209184,233426,234775,251086,256874,265240,280826,316963,359536,373192,385536,367991,369282,377558,396466,426105,388389,372325,404406,383850,365817
Korea,Nuclear,Electricity output (GWh),0,0,0,0,0,0,71,2324,3152,3477,2897,3777,8965,11792,16745,28311,39314,40101,47365,52887,56311,56530,58138,58651,67029,73924,77086,89689,103064,108964,112133,119103,129672,130715,146779,148749,142937,150958,147771,148596,154723,150327,138784,156407,164762,161995,148427,133505,145910,160184,158015,176054,180479
Korea,Renewable sources,Electricity output (GWh),1320,1367,1284,1906,1683,1789,1393,1808,2328,1984,2709,2005,2723,2399,3659,4019,5344,3566,4588,6362,3487,3099,4230,2349,3012,2830,2895,4343,4257,4111,4258,3434,5123,4631,4052,4018,4557,4426,4687,6186,7479,7093,8783,8553,10642,15981,18635,23044,27406,33750,37592,45400,48828
Korea,Total,Electricity output (GWh),10540,11839,14825,16835,20120,23117,26587,31510,35600,37239,40207,43122,48850,53808,58007,63895,72692,84262,93695,109184,118386,132715,148678,168748,184556,205525,224042,217055,239283,287515,308299,325061,344038,368896,385712,403994,404533,420782,433549,472286,522723,531675,534332,534504,546369,557456,565923,585467,564955,570824,605777,610173,600797
Latvia,Fossil fuels,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2152,2369,1313,1048,1135,1042,1265,1551,1479,1350,1313,1441,1490,1637,1493,1492,2105,1943,2062,2013,2992,3017,2058,2675,2337,2757,2944,2069,3226,3246,2075,2128,1214,1424
Latvia,Nuclear,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,Renewable sources,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4496,3275,2521,2876,3305,2937,1861,2955,4318,2759,2823,2839,2485,2338,3196,3414,2786,2828,3212,3556,3635,3077,4109,3534,2802,2777,3481,5462,3499,3192,3650,3718,3783,4963
Latvia,Total,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6648,5644,3834,3924,4440,3979,3126,4506,5797,4110,4136,4280,3975,3975,4689,4906,4891,4771,5274,5569,6627,6094,6167,6209,5139,5534,6425,7531,6725,6438,5725,5846,4997,6388
Lithuania,Fossil fuels,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10920,11991,3582,1264,1575,1296,1939,2024,3130,2752,2271,2604,2656,2845,3052,3418,2794,2825,2593,2836,3833,2877,3119,2425,1911,2254,1207,737,462,592,1821,1317,891,798
Lithuania,Nuclear,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17033,17000,14638,12260,7706,11822,13942,12024,13554,9862,8419,11362,14142,15484,15102,10337,8651,9833,9894,10852,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,Renewable sources,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,414,338,311,393,452,373,326,296,417,415,340,328,358,332,428,460,435,581,602,684,911,1112,1183,1526,1511,1678,2095,2538,2205,2469,2575,2622,3027,4437
Lithuania,Total,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28405,29363,18548,13934,9755,13520,16241,14388,17153,13089,11121,14362,17294,18828,18752,14415,12077,13470,13327,14643,4994,4246,4529,4214,3708,4258,3676,3608,2983,3369,4738,4368,4227,5440
Luxembourg,Fossil fuels,Electricity output (GWh),1278,1303,1347,1159,983,1050,1030,1031,976,790,585,412,344,409,397,454,423,460,509,520,579,558,564,450,346,338,274,195,204,215,667,2624,2620,3153,3107,3247,2895,2402,2843,2917,2341,2388,1421,1451,838,258,221,195,192,184,173,99,85
Luxembourg,Nuclear,Electricity output (GWh),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,Renewable sources,Electricity output (GWh),55,65,47,83,71,46,94,94,107,113,126,113,109,111,105,117,133,133,104,83,98,82,82,101,107,75,103,143,122,171,168,151,141,195,209,246,265,282,268,268,246,308,370,398,431,457,600,683,797,976,990,1011,1110
Luxembourg,Total,Electricity output (GWh),1333,1368,1394,1242,1054,1096,1136,1139,1098,918,728,542,470,538,519,588,578,616,632,624,701,660,671,577,487,440,406,366,360,419,868,2810,2790,3382,3345,3528,3200,2724,3152,3231,2649,2756,1850,1904,1335,785,899,956,1066,1232,1233,1179,1250
Mexico,Fossil fuels,Electricity output (GWh),16658,19008,20750,23812,28274,29746,32475,40140,43082,49161,47595,55870,59789,61912,65111,73724,81245,84381,88325,84296,95543,94858,96286,114905,107798,110919,123610,140978,141468,156722,168658,175619,197072,194062,201853,207404,217473,212265,222541,223863,247488,255831,245841,238849,251636,260776,259562,277314,265166,243251,291736,235044,264012
Mexico,Nuclear,Electricity output (GWh),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,2937,4242,3919,4931,4239,8443,7878,10456,9265,10002,8221,8726,9747,10502,9194,10805,10866,10421,9804,10501,5879,10089,8770,11800,9677,11577,10567,10883,13675,11190,11262,11923,10850,12386
Mexico,Renewable sources,Electricity output (GWh),14381,15352,16350,17172,15650,17778,19784,16850,19003,17801,25562,24178,22088,25018,27878,23410,22757,25481,29008,28604,28785,34087,34456,27987,36007,38894,33427,32061,40040,40732,36604,32855,28643,34327,38110,39532,37377,47246,34667,45748,45075,42361,39543,52893,47471,49149,52561,54413,55108,63002,74483,83034,64808
Mexico,Total,Electricity output (GWh),31039,34360,37100,40984,43924,47524,52259,56990,62085,66962,73157,80048,81877,86930,92989,97134,104002,109862,117705,115837,128570,132864,135673,147131,152248,157691,167493,182304,191510,205675,213988,218221,236217,237583,250768,257802,265271,269315,267753,275538,302749,307228,297326,301496,310712,320564,323124,357592,344839,317680,381364,343847,356416
Netherlands,Fossil fuels,Electricity output (GWh),44499,49225,51519,51484,50120,53393,53709,56325,59869,59582,59310,56150,55830,59050,58604,62385,64158,65083,68071,67092,69561,71833,71395,73879,74847,78352,80846,83654,79004,81277,84938,86631,87255,90553,86789,85745,91695,92238,96966,102386,95619,84937,84812,85848,89364,93329,93024,89340,92192,83977,75398,66744,58225
Netherlands,Nuclear,Electricity output (GWh),405,326,1108,3277,3335,3872,3710,4060,3489,4200,3658,3897,3589,3711,3899,4216,3556,3675,4019,3502,3329,3800,3948,3967,4018,4160,2408,3814,3832,3926,3976,3915,4018,3822,3997,3469,4200,4169,4248,3969,4141,3915,2891,4091,4078,3960,3402,3515,3910,4087,3828,4156,3985
Netherlands,Renewable sources,Electricity output (GWh),0,0,0,0,803,872,867,1211,1106,1024,1085,265,231,17,444,557,705,853,960,806,935,995,1107,1258,1405,1816,2017,2328,2507,2972,3302,3974,3962,5307,7445,8051,7583,9531,10837,11197,12322,12479,12106,11649,13688,14780,17439,18882,22803,32731,40356,48315,56870
Netherlands,Total,Electricity output (GWh),44904,49551,52627,54761,54258,58137,58286,61596,64464,64806,64053,60312,59650,62778,62947,67158,68419,69611,73050,71968,74384,77257,77159,79867,81157,85423,86523,91115,86720,89631,93663,95981,96818,101214,99921,98833,105165,107552,113692,119270,113963,103234,101630,103359,110215,115154,117168,114380,121411,123279,122093,121810,121331
New Zealand,Fossil fuels,Electricity output (GWh),1105,2081,2972,3049,2086,4956,5741,4486,1990,2171,2486,5484,4762,5719,6488,5224,5440,5071,6861,6383,7528,8954,7808,6189,5756,7569,11032,9031,11348,10993,14275,12209,13693,11656,15120,15162,14974,15528,12169,11909,10520,12365,11030,8963,8680,6763,8203,7254,8067,8672,8234,5961,5478
New Zealand,Nuclear,Electricity output (GWh),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,Renewable sources,Electricity output (GWh),14373,15532,15559,15779,18478,16500,16090,17738,20092,20425,20988,19486,21731,21720,21236,23352,23681,24819,24497,26165,26044,24190,26740,28940,30587,29168,26345,28677,26545,28328,25379,28422,27072,31023,27780,28300,28866,28341,31324,33027,34062,32223,32694,34975,35958,37346,36389,37389,37032,35817,36331,38687,39149
New Zealand,Total,Electricity output (GWh),15478,17613,18531,18828,20564,21456,21831,22224,22082,22596,23474,24970,26493,27439,27724,28576,29121,29890,31358,32614,33639,33211,34616,35196,36410,36804,37443,37776,37960,39388,39705,40731,40855,42768,42981,43538,43897,43929,43550,44998,44631,44626,43771,43988,44690,44164,44641,44695,45148,44531,44611,44691,44662
Norway,Fossil fuels,Electricity output (GWh),283,175,162,56,71,96,229,133,146,137,127,268,321,327,337,413,488,421,442,88,94,94,99,253,273,371,324,308,373,292,343,353,460,508,530,637,936,606,4362,5031,4226,2835,2638,2787,2773,2776,2735,2794,2560,2007,898,1490,1692
Norway,Nuclear,Electricity output (GWh),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,Renewable sources,Electricity output (GWh),63245,67417,72867,76597,77330,81933,72022,80706,88698,83613,92834,92499,105688,105903,102388,96227,103294,108884,118429,121358,110343,116898,119483,111922,121829,104174,110027,115984,121750,142105,120745,129697,106028,109392,136520,120393,134934,140354,126487,117967,121901,143598,130415,137940,140070,145156,145479,143065,131080,152039,156059,143461,151297
Norway,Total,Electricity output (GWh),63528,67592,73029,76653,77401,82029,72251,80839,88844,83750,92961,92767,106009,106230,102729,96666,103803,109332,118899,121611,110563,117112,119718,112323,122242,104698,110494,116431,122287,142511,121327,130240,106669,110107,137245,121222,136112,141197,130979,123218,126265,146577,133511,141255,143398,148432,148734,146364,134166,154529,157519,145604,153645
Poland,Fossil fuels,Electricity output (GWh),67799,74270,82157,88823,94460,101698,106567,112790,114657,118183,111601,114603,122052,130945,133274,135984,141454,139959,141476,132740,130865,128756,129926,131204,134790,138859,138369,138208,137619,140765,140863,139579,147729,149036,151167,156115,153062,148017,142383,146073,149845,144721,146810,138473,141467,143066,145494,147442,137018,128408,147638,140362,119503
Poland,Nuclear,Electricity output (GWh),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,Renewable sources,Electricity output (GWh),1670,1688,1679,2357,2201,1828,2222,2213,2047,2597,2406,1812,2037,1753,2249,1917,1854,1887,1712,1495,1508,1618,1549,1784,1955,2064,2132,2533,2352,2332,2783,2767,2250,3207,3847,4291,5430,6608,8678,10888,13137,16879,17067,19843,22683,22807,24122,21617,25459,28227,30568,37689,45020
Poland,Total,Electricity output (GWh),69537,76045,83908,91271,96784,103648,108925,115121,116818,120941,114129,116542,124201,132848,135662,138058,143439,141961,143319,134438,132728,130687,131779,133294,137042,141194,140935,140771,140001,143174,143721,142499,150009,152550,155359,160764,158761,154710,151121,157089,163118,161711,164022,158508,164341,166153,169991,169622,163282,157224,178870,178698,165075
Portugal,Fossil fuels,Electricity output (GWh),1583,1641,2267,2677,4055,5029,3575,3556,4644,6871,8494,8083,9622,9057,7569,11207,10336,9534,19067,18503,19881,24122,21552,19695,23764,18633,19906,24760,34214,30247,30172,35656,28540,32245,37623,32548,30392,30543,30893,25008,27448,25947,20764,20143,26601,26512,34841,28740,24049,21166,17606,18678,11635
Portugal,Nuclear,Electricity output (GWh),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Renewable sources,Electricity output (GWh),6313,7199,7525,8008,6646,5017,10200,11043,11471,8335,5330,7274,8431,10138,11241,9120,9767,12886,6482,9839,9847,5501,9438,11639,9380,15784,14226,14147,8622,12868,15741,9733,17703,12314,8260,15722,16218,14641,18291,28353,24115,19371,29471,31562,24372,32311,22573,29402,27406,30100,31541,27606,34298
Portugal,Total,Electricity output (GWh),7896,8840,9792,10685,10701,10046,13775,14599,16115,15206,13824,15357,18053,19195,18810,20327,20103,22420,25549,28342,29728,29623,30990,31334,33144,34417,34132,38907,42914,43372,46168,45650,46521,44828,46188,48576,46895,45473,49482,53691,51888,45577,50534,51961,51281,59142,57697,58401,51729,51528,49432,46504,46124
Slovak Republic,Fossil fuels,Electricity output (GWh),9389,10274,10745,10177,11180,12056,12785,13154,12812,13187,12606,12184,11250,11153,10446,10338,9677,9263,9281,11581,11164,10245,9089,8508,10111,9978,9913,10059,10483,9657,9646,8813,9507,9273,8905,8361,7550,7437,6872,6886,7774,7265,6348,5277,5320,5262,5646,5900,6232,6180,6986,4675,4427
Slovak Republic,Nuclear,Electricity output (GWh),0,3,232,486,187,442,114,19,2147,4523,5133,5840,6150,7239,9382,11716,11513,11474,12157,12036,11689,11050,11486,12595,11437,11249,11073,11394,13117,16494,17103,17953,17864,17026,17727,18012,15334,16703,14081,14574,15411,15495,15720,15499,15146,14774,15081,14843,15282,15444,15730,15920,18343
Slovak Republic,Renewable sources,Electricity output (GWh),1476,1546,1322,2223,2002,2019,2408,2259,1884,2257,1966,1726,1832,1555,2117,1675,1932,1755,1962,1880,1408,1937,3467,4355,4880,4227,4064,4267,4474,4615,5081,5420,3581,4126,4676,4803,4934,4563,4911,5940,4999,5474,6353,6229,6040,6629,6532,5806,6644,6857,6778,5822,6434
Slovak Republic,Total,Electricity output (GWh),10865,11823,12299,12886,13369,14517,15307,15432,16843,19967,19705,19750,19232,19947,21945,23729,23122,22492,23400,25497,24261,23232,24044,25458,26428,25454,25053,25732,28105,30798,31856,32212,30986,30460,31352,31251,27892,28760,25919,27464,28288,28328,28514,27148,26632,26817,27439,26682,28219,28556,29722,26553,29330
Slovenia,Fossil fuels,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4872,4184,4950,4955,4887,4882,4737,5065,5237,4794,4959,5341,5656,5528,5592,5652,5859,5964,5815,5753,5844,5812,5685,5392,4175,4806,5441,5312,5119,5026,4954,4427,3677,3742
Slovenia,Nuclear,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4622,4952,3971,3956,4609,4779,4647,5019,5042,4696,4761,5257,5528,5207,5459,5884,5548,5695,6273,5739,5657,6215,5528,5300,6370,5648,5715,6285,5776,5821,6353,5706,5606,5603
Slovenia,Renewable sources,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2950,3608,3423,3035,3399,3252,3673,3092,3449,3772,3904,3868,3414,3079,4215,3575,3703,3379,4308,4907,4749,3880,4330,5110,6611,4355,5057,4448,5233,5040,5583,5449,4069,6340
Slovenia,Total,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12444,12744,12344,11946,12895,12913,13057,13176,13728,13262,13624,14466,14598,13820,15271,15117,15115,15043,16399,16403,16255,15915,15549,15809,17163,14817,16221,16054,16138,15896,16900,15592,13363,15695
Spain,Fossil fuels,Electricity output (GWh),27194,27634,40147,42234,48376,60571,46228,50072,51355,74128,78062,77917,77110,62986,65675,63738,63389,52199,71075,70776,71232,81180,74128,76351,85452,75357,96253,96877,118939,123614,119724,143436,139325,159622,184198,182377,187392,188773,163926,137736,145326,144620,112631,106689,122415,107194,126152,111218,110568,86592,87560,105261,78205
Spain,Nuclear,Electricity output (GWh),2523,4751,6545,7223,7544,7555,6524,7649,6700,5186,9568,8771,10661,23086,28044,37458,41271,50466,56126,54268,55578,55782,56060,55313,55455,56330,55298,58993,58852,62206,63708,63016,61875,63606,57539,60126,55103,58973,52761,61990,57718,61470,56726,57305,57196,58633,58039,55766,58349,58299,56564,58590,56873
Spain,Renewable sources,Electricity output (GWh),31868,35530,28968,30619,26178,21119,39937,40567,46648,29912,22366,26818,27607,32034,31898,27032,27946,35919,19890,26035,27813,19606,25128,29065,24381,41251,36977,36894,27210,34490,49295,33170,55762,50138,42270,52155,58290,62143,74080,97776,87522,86962,111405,110268,97088,104632,87924,103885,100988,113783,125747,122919,143225
Spain,Total,Electricity output (GWh),61585,67915,75660,80076,82098,89245,92689,98288,104703,109226,109996,113506,115378,118106,125617,128228,132606,138584,147200,151209,154753,156704,155443,160907,165601,173371,189153,193399,205633,220917,233060,239905,257292,276620,289452,295588,301846,310978,291869,298320,291532,293942,281444,274948,277683,271302,272978,271983,271029,259882,271091,287942,279412
Sweden,Fossil fuels,Electricity output (GWh),14272,16219,15678,15434,10625,15213,16221,11074,12600,10181,4460,4360,2841,2542,5144,5166,4715,4227,3250,3285,5039,5956,6916,8088,7732,12276,7183,6848,6718,4531,5921,7180,8907,5213,3890,4242,3606,3711,3878,7326,4398,2932,2693,1811,1938,2072,1790,2089,1684,897,1375,1254,1007
Sweden,Nuclear,Electricity output (GWh),90,1465,2111,2054,11969,15993,19913,23781,21039,26488,37679,39045,41004,50926,58561,69951,67385,69424,65603,68185,76761,63544,61395,73156,69935,74274,69928,73583,73188,57316,72109,68111,67415,77486,72377,66977,66969,63889,52173,57828,60475,64037,66457,64877,56348,63101,65696,68549,66130,49198,52965,51944,48289
Sweden,Renewable sources,Electricity output (GWh),52172,53969,60271,57622,57958,55186,53855,58029,61427,59589,60674,56068,64994,69759,72796,62913,73813,71924,73940,74452,65109,76373,76871,61402,70556,54003,72033,78098,74747,83140,83321,71145,58731,68186,81231,71068,77424,81408,79810,82086,84088,98309,82688,85742,102496,89127,95058,91153,98933,112143,115737,118209,114325
Sweden,Total,Electricity output (GWh),66534,71653,78060,75110,80552,86392,89989,92884,95066,96316,102846,99512,108869,123268,136539,138084,145977,145641,142916,145984,146970,145936,145247,142700,148293,140627,149206,158791,154838,145231,161595,146700,135379,151683,158364,143283,148819,149896,136610,148445,150283,166435,153031,153555,161985,155891,164225,163360,168417,163782,171757,173063,165769
Switzerland,Fossil fuels,Electricity output (GWh),2915,3570,2604,2265,1743,2202,2017,1875,1814,851,587,652,669,577,565,600,610,582,612,752,1024,1237,815,936,1088,1183,1149,1491,1198,1084,1093,1116,1170,1146,1084,986,917,858,815,1095,1012,963,799,537,665,892,759,645,637,639,537,416,399
Switzerland,Nuclear,Electricity output (GWh),1391,3840,6310,7067,7761,7939,8114,8395,11805,14346,15330,15133,15710,18440,22558,22581,23003,22792,22836,23636,22953,23448,23351,24363,24895,25142,25409,25830,25830,26446,26811,27234,27487,26958,23341,27819,27925,27700,27686,26339,26710,25441,25990,27557,23089,21146,20376,25513,26418,24025,19364,24153,24384
Switzerland,Renewable sources,Electricity output (GWh),26875,24469,27903,27770,33475,25947,35759,31980,31846,32978,35917,36723,35816,30538,32414,33360,35182,36304,30301,30224,32476,33530,36259,39611,35458,29379,34751,34199,40797,37692,42205,36106,35734,34752,32280,32139,36478,37326,37034,37472,34019,40527,40676,40669,41110,37815,37767,38879,42242,42605,42018,35986,43969
Switzerland,Total,Electricity output (GWh),31181,31879,36817,37102,42979,36088,45890,42250,45465,48175,51834,52508,52195,49555,55537,56541,58795,59678,53749,54976,56843,58655,60863,65406,61958,56262,62019,62324,68696,66125,71057,65422,65345,63865,57788,62136,66438,67041,66676,66052,62881,68135,68706,70078,66059,61103,60154,66291,70556,68501,63111,61731,69879
Republic of Turkiye,Fossil fuels,Electricity output (GWh),7009,7863,9625,9914,9499,9747,11775,12254,12088,11791,11947,12385,16004,17165,22168,27778,25677,19030,34042,34315,37444,40657,39723,47605,50398,54127,63103,68462,81528,93714,98333,95390,104985,104359,122120,131681,154982,163920,156583,155371,171169,174151,170641,198984,177608,183426,209166,206061,170518,177066,214844,189172,188843
Republic of Turkiye,Nuclear,Electricity output (GWh),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Republic of Turkiye,Renewable sources,Electricity output (GWh),2772,3380,2800,3563,6124,8536,8790,9472,10434,11484,12726,14167,11343,13448,12051,11917,18676,29018,18002,23228,22802,26685,34085,30716,35849,40735,40193,42560,34912,31154,24346,33966,35559,46311,39748,44522,36457,34421,38141,55712,58098,65216,69220,52629,83658,90245,87235,97768,132261,128345,118552,137827,136175
Republic of Turkiye,Total,Electricity output (GWh),9781,11243,12425,13477,15623,18283,20565,21726,22522,23275,24673,26552,27347,30613,34219,39695,44353,48048,52044,57543,60246,67342,73808,78321,86247,94862,103296,111022,116440,124922,122725,129400,140581,150698,161956,176299,191558,198418,194812,211208,229393,239496,240154,251963,261783,274408,297278,304802,303898,306703,334723,328379,326302
United Kingdom,Fossil fuels,Electricity output (GWh),224850,229998,249497,234719,236701,235436,237839,245243,256092,243157,234381,223174,221087,222429,229533,235509,242269,238304,236183,246112,245398,236030,226428,229436,236242,248540,243605,252361,259943,278823,280205,282756,293317,294977,294315,297482,308333,308698,276941,289854,259214,247501,229748,204461,178976,176682,161646,150910,141530,119483,132707,133955,103060
United Kingdom,Nuclear,Electricity output (GWh),27548,29378,27997,33617,30338,36155,40021,37224,38308,37023,37969,43972,49928,53979,61095,59079,55238,63456,71734,65749,70543,76807,89353,88282,88964,94671,98146,99486,95133,85063,90094,87848,88686,79999,81618,75451,63028,52486,69098,62140,68980,70405,70607,63748,70345,71726,70336,65064,56184,50278,45904,47723,40749
United Kingdom,Renewable sources,Electricity output (GWh),3358,3391,3858,4066,3751,3688,3870,3995,4245,3891,4347,4530,4552,3988,4091,4767,4137,4934,4758,5811,5323,6405,5718,6955,6871,5685,6946,8649,9616,9970,9549,11127,10618,14137,16938,18106,19689,22244,25656,26185,35209,41235,53226,64522,83367,82991,98879,110131,119727,134425,122338,135159,135001
United Kingdom,Total,Electricity output (GWh),255756,262767,281352,272402,270790,275279,281730,286462,298645,284071,276697,271676,275567,280396,294719,299355,301644,306694,312675,317755,321352,319346,321665,325024,332489,349313,349180,361079,365250,374375,382368,384595,395464,391278,395426,393430,392971,384782,373126,379640,365048,361087,355293,334830,335296,334287,334557,329995,321635,308928,305915,322093,283782
United States,Fossil fuels,Electricity output (GWh),1398490,1520470,1608210,1529147,1520945,1644747,1739593,1736734,1801990,1876547,1878278,1759469,1795865,1882899,1919875,1894889,1984738,2078319,2239417,2211966,2241417,2274693,2378991,2425384,2448570,2500516,2589971,2711858,2736469,2882270,2771591,2858235,2890533,2961136,3078075,3049191,3111787,3100548,2892882,3060149,2960191,2941052,2907720,2913787,2882404,2806893,2691536,2834295,2745143,2573324,2661776,2696235,2637445
United States,Nuclear,Electricity output (GWh),40552,57813,89167,121251,183512,202570,265936,292987,270464,266183,289034,299739,311298,347292,406712,438880,482586,558591,561165,611589,649399,655970,646987,678920,713806,715212,666363,714124,771811,797718,792604,804519,787818,813339,810726,816195,836634,837804,830210,838931,821405,801129,822004,830584,830288,839918,838861,841329,843330,823150,811551,803669,808667
United States,Renewable sources,Electricity output (GWh),264338,272826,268132,306937,306703,290640,226925,286721,287209,284590,269712,317427,341877,332582,295342,305955,249863,221132,327304,369241,350142,324316,355578,336458,384343,422867,403130,365559,351308,330364,260426,348137,360433,357987,366205,395209,361815,391022,428696,440677,528962,512822,541802,560657,568439,637076,718175,743179,767034,827386,866274,959232,958240
United States,Total,Electricity output (GWh),1703380,1851109,1965509,1957335,2011160,2137957,2232454,2316442,2359663,2427320,2437024,2376635,2449040,2562773,2621929,2639724,2717187,2858042,3127886,3202813,3254890,3270597,3391520,3451830,3558374,3651244,3672220,3804504,3873638,4025885,3838831,4026399,4054649,4148080,4268887,4275011,4323915,4342980,4165395,4354363,4326635,4270884,4287114,4320317,4297048,4299595,4263677,4433936,4370988,4238970,4354059,4472902,4417174
OECD Total,Fossil fuels,Electricity output (GWh),2846922,3087312,3355130,3253302,3244122,3546725,3652851,3737288,3863490,3936099,3871800,3739346,3794581,3904016,3935941,3921644,4090736,4226166,4540678,4595101,4674295,4713435,4749695,4951643,5023699,5168495,5316449,5515324,5632835,5934409,5879339,6077080,6254442,6341447,6517473,6536039,6782623,6709123,6326377,6647263,6689238,6705889,6572162,6414480,6376675,6338579,6237995,6287993,5997947,5638685,5881554,5798022,5440761
OECD Total,Nuclear,Electricity output (GWh),103693,142038,188496,242082,335311,385175,479629,561515,575569,620668,730245,783530,882812,1056992,1259397,1377191,1479604,1601763,1656336,1746486,1837946,1859479,1924800,1986523,2066831,2123595,2095490,2153407,2223186,2257557,2290815,2295685,2244058,2339109,2361937,2369771,2288156,2290638,2253011,2288371,2086965,1951583,1962360,1980260,1970960,1965738,1955423,1979186,1985510,1861265,1914121,1787463,1832436
OECD Total,Renewable sources,Electricity output (GWh),897599,941322,940800,1038750,1043897,1006768,1016659,1088419,1139783,1131312,1152451,1190852,1245269,1252116,1248900,1250026,1240152,1257047,1287381,1355278,1356784,1358055,1442738,1404699,1494150,1534009,1536410,1505309,1517907,1556216,1461113,1536852,1536671,1605611,1647476,1706286,1718721,1826190,1869899,1971006,2119734,2222288,2360201,2434995,2538363,2660108,2811121,2927260,3044718,3257666,3345974,3521192,3631345
OECD Total,Total,Electricity output (GWh),3848282,4170759,4484498,4536155,4625460,4941072,5151513,5389732,5581640,5690898,5756733,5716807,5925255,6215998,6447026,6552014,6813544,7088643,7488779,7732557,7909873,7974357,8155454,8384823,8629570,8873763,8996845,9220756,9421297,9798533,9685230,9964918,10089502,10343246,10588014,10671635,10847900,10884838,10513535,10978873,10972103,10956673,10972481,10908484,10964320,11051646,11094118,11295368,11129843,10846740,11237724,11213255,11009560
Argentina,Fossil fuels,Electricity output (GWh),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20925,25404,24394,23835,22714,26252,33348,28995,33163,46260,46344,36372,33311,41233,53357,55117,57169,65810,74129,69170,75274,82028,90310,89251,90011,95556,99359,97291,96309,88732,89699,99593,88729,..
