page,name,url
8,North Seattle Data Center - (LYN),https://www.datacenters.com/digital-fortress-north-seattle-lyn
8,FRA2 Frankfurt Data Center,https://www.datacenters.com/cyrusone-fra2-frankfurt
8,Grand Rapids East Data Center,https://www.datacenters.com/us-signal-grand-rapids-east
8,Shanghai Telecom Guoli Data Center,https://www.datacenters.com/china-telecom-shanghai-telecom-guoli
8,1 Yonge St Toronto Data Center,https://www.datacenters.com/amanah-tech-inc-1-yonge-st-toronto
8,Boston BOS14 Data Center,https://www.datacenters.com/digital-realty-boston-bos14
8,Shenzhen Data Center,https://www.datacenters.com/china-telecom-shenzhen
8,CIN2 Cincinnati 7th Street Data Center,https://www.datacenters.com/cyrusone-cin2-cincinnati-7th-street
8,CMH1 (Columbus) Lewis Center Data Center Campus,https://www.datacenters.com/centersquare-cmh1-columbus-lewis-center-campus
8,MTL-2 Montreal Data Center,https://www.datacenters.com/estruxture-mtl-2-montreal
8,FRA2 Frankfurt Data Center,https://www.datacenters.com/rackspace-fra2-frankfurt
8,B2 Brisbane Data Center,https://www.datacenters.com/nextdc-b2-brisbane
8,PE3 Perth IBX Data Center,https://www.datacenters.com/equinix-pe3-perth-ibx
8,Ottawa 1 Data Center,https://www.datacenters.com/purecolo-ottawa-1
8,New York EWR10 Data Center,https://www.datacenters.com/digital-realty-new-york-ewr10
8,Tucson Data Center,https://www.datacenters.com/involta-tucson
8,CH7 Westmont Data Center,https://www.datacenters.com/equinix-ch7-westmont
8,VA-2 - Northern Virginia Data Center,https://www.datacenters.com/iron-mountain-va-2-northern-virginia
8,Sk2 Skandal Stockholm Data Center,https://www.datacenters.com/equinix-sk2-skandal-stockholm
8,FRA1 Frankfurt Data Center,https://www.datacenters.com/rackspace-fra1-frankfurt
8,Delhi NCR,https://www.datacenters.com/web-werks-india-pvt-ltd-delhi-ncr
9,Fort Worth - Dallas Data Center,https://www.datacenters.com/qts-fort-worth-dallas
9,PA6 Aubervilliers Data Center,https://www.datacenters.com/equinix-pa6-aubervilliers
9,Los Angeles (LA2-Irvine) Data Center,https://www.datacenters.com/centersquare-los-angeles-la2-irvine
9,Dallas DFW28 Data Center,https://www.datacenters.com/digital-realty-dallas-dfw28
9,TY11 Tokyo Data Center,https://www.datacenters.com/equinix-ty11-tokyo
9,BOM2 Mumbai Data Center,https://www.datacenters.com/zenlayer-bom2-mumbai
9,ZH4 Zurich Data Center,https://www.datacenters.com/equinix-zh4-zurich
